# gunzip -c align/9/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py prep_out/lang 
# Started at Sat Jan 20 14:13:58 KST 2018
#
At utterance begin, sil accounts for 100.0% of phone occurrences, with duration (median, mean, 95-percentile) is (31,38.9,55) frames.
Overall, OW1_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,12.6,23) frames.
Overall, R_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.7,12) frames.
Overall, AH0_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.4,5) frames.
Overall, AH0_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.8,7) frames.
Overall, AH1_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.4,10) frames.
Overall, V_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.7,7) frames.
Overall, EY1_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.0,13) frames.
Overall, K_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.8,13) frames.
Overall, OW1_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.7,21) frames.
Overall, P_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.0,13) frames.
Overall, P_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,8.9,12) frames.
Overall, D_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.1,6) frames.
Overall, EY1_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,16.5,29) frames.
Overall, F_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.4,11) frames.
Overall, IY1_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.8,13) frames.
Overall, SH_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.8,12) frames.
Overall, TH_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.1,10) frames.
Overall, UH1_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (3,3.9,5) frames.
Overall, B_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.3,6) frames.
Overall, ER0_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.0,8) frames.
Overall, G_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.4,8) frames.
Overall, M_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,5.6,7) frames.
The optional-silence phone sil occupies 30.9% of frames overall 
Limiting the stats to the 93.9% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 26.4% of frames.
Assuming 100 frames per second, the alignments represent 0.0 hours of data, or 0.0 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 3.8% of utterance-internal phones, with duration (median, mean, 95-percentile) = (38,70.5,177)
# Accounting: time=0 threads=1
# Ended (code 0) at Sat Jan 20 14:13:58 KST 2018, elapsed time 0 seconds
