# gunzip -c align/4/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py prep_out/lang 
# Started at Sat Jan 20 14:13:49 KST 2018
#
At utterance begin, sil accounts for 100.0% of phone occurrences, with duration (median, mean, 95-percentile) is (29,38.2,54) frames.
Overall, IH0_B accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.0,9) frames.
Overall, K_B accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (10,9.5,14) frames.
Overall, L_E accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (3,5.8,16) frames.
Overall, AA1_I accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.7,17) frames.
Overall, D_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.4,17) frames.
Overall, F_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.6,21) frames.
Overall, IY0_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.2,19) frames.
Overall, IY1_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.2,22) frames.
Overall, IH1_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.0,14) frames.
Overall, S_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.2,13) frames.
Overall, T_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,8.6,13) frames.
Overall, V_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.1,11) frames.
Overall, AY1_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.1,12) frames.
Overall, B_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.3,9) frames.
Overall, N_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (3,3.7,6) frames.
Overall, R_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.3,16) frames.
Overall, P_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.5,14) frames.
Overall, S_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.8,12) frames.
Overall, AH0_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.3,5) frames.
Overall, AY1_S accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.9,23) frames.
Overall, NG_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.7,20) frames.
Overall, AH1_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.5,9) frames.
Overall, UW1_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.0,7) frames.
Overall, AO1_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.2,14) frames.
Overall, OW1_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.7,23) frames.
Overall, R_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.4,12) frames.
Overall, AH0_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.9,6) frames.
Overall, V_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.4,8) frames.
Overall, AH0_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.7,6) frames.
Overall, EY1_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.2,11) frames.
Overall, K_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.0,14) frames.
Overall, OW1_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,14.4,23) frames.
Overall, P_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.7,14) frames.
Overall, P_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.3,10) frames.
Overall, D_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.0,6) frames.
Overall, EY1_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (14,17.5,32) frames.
Overall, F_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,7.8,11) frames.
Overall, IY1_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.4,13) frames.
Overall, SH_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.5,12) frames.
Overall, TH_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,7.6,10) frames.
Overall, UH1_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.5,6) frames.
Overall, B_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.1,4) frames.
Overall, G_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.4,8) frames.
Overall, M_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.7,7) frames.
The optional-silence phone sil occupies 29.4% of frames overall 
Limiting the stats to the 94.0% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 25.0% of frames.
Assuming 100 frames per second, the alignments represent 0.0 hours of data, or 0.0 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 3.9% of utterance-internal phones, with duration (median, mean, 95-percentile) = (32,64.3,176)
# Accounting: time=0 threads=1
# Ended (code 0) at Sat Jan 20 14:13:49 KST 2018, elapsed time 0 seconds
