# gunzip -c align/5/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py prep_out/lang 
# Started at Sat Jan 20 14:13:51 KST 2018
#
At utterance begin, sil accounts for 100.0% of phone occurrences, with duration (median, mean, 95-percentile) is (29,38.4,54) frames.
Overall, S_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.4,13) frames.
Overall, T_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,8.7,13) frames.
Overall, V_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.7,11) frames.
Overall, AY1_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (11,10.7,13) frames.
Overall, B_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.2,9) frames.
Overall, N_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.0,6) frames.
Overall, R_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.9,16) frames.
Overall, P_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.3,13) frames.
Overall, S_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.9,13) frames.
Overall, AH0_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.2,5) frames.
Overall, AY1_S accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.8,14) frames.
Overall, NG_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,10.4,20) frames.
Overall, AH1_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,6.9,9) frames.
Overall, AO1_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.1,14) frames.
Overall, OW1_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,13.3,23) frames.
Overall, R_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.6,9) frames.
Overall, UW1_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.3,7) frames.
Overall, AH0_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.5,6) frames.
Overall, V_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,6) frames.
Overall, AH0_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.1,7) frames.
Overall, EY1_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.8,11) frames.
Overall, K_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.0,13) frames.
Overall, OW1_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.9,19) frames.
Overall, P_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.7,14) frames.
Overall, P_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.0,10) frames.
Overall, D_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.4,6) frames.
Overall, EY1_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (14,17.8,32) frames.
Overall, F_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,8.0,11) frames.
Overall, IY1_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.1,13) frames.
Overall, SH_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.6,12) frames.
Overall, TH_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,7.8,10) frames.
Overall, UH1_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.5,6) frames.
Overall, B_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.7,5) frames.
Overall, G_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.0,9) frames.
Overall, M_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,5.7,7) frames.
The optional-silence phone sil occupies 30.0% of frames overall 
Limiting the stats to the 94.0% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 25.5% of frames.
Assuming 100 frames per second, the alignments represent 0.0 hours of data, or 0.0 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 3.8% of utterance-internal phones, with duration (median, mean, 95-percentile) = (34,67.0,175)
# Accounting: time=0 threads=1
# Ended (code 0) at Sat Jan 20 14:13:51 KST 2018, elapsed time 0 seconds
